Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2006,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1655,45.2
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,RI,537,45.3
2016,Alzheimer's disease (G30),Alzheimer's disease,SC,2481,45.3
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,FL,8939,45.3
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,3700,45.3
1999,Chronic lower respiratory diseases (J40-J47),CLRD,MI,4316,45.3
2000,Chronic lower respiratory diseases (J40-J47),CLRD,MI,4352,45.3
2015,Cerebrovascular diseases (I60-I69),Stroke,GA,4335,45.3
2015,Chronic lower respiratory diseases (J40-J47),CLRD,SD,502,45.3
2011,Chronic lower respiratory diseases (J40-J47),CLRD,GA,3837,45.3
2009,Chronic lower respiratory diseases (J40-J47),CLRD,OR,1943,45.3
2014,Cerebrovascular diseases (I60-I69),Stroke,WV,1103,45.3
2010,Chronic lower respiratory diseases (J40-J47),CLRD,VT,335,45.3
2010,Chronic lower respiratory diseases (J40-J47),CLRD,OR,1971,45.3
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,GA,4012,45.4
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ND,371,45.4
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NV,1340,45.4
2009,Chronic lower respiratory diseases (J40-J47),CLRD,NC,4329,45.4
2012,Chronic lower respiratory diseases (J40-J47),CLRD,ME,817,45.4
1999,Chronic lower respiratory diseases (J40-J47),CLRD,USA,124181,45.4
2013,Chronic lower respiratory diseases (J40-J47),CLRD,GA,4172,45.4
2014,Cerebrovascular diseases (I60-I69),Stroke,ArKS,1583,45.4
2005,Chronic lower respiratory diseases (J40-J47),CLRD,WA,2699,45.4
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,UT,1167,45.5
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,AZ,2919,45.5
2016,Cerebrovascular diseases (I60-I69),Stroke,SC,2627,45.5
2003,Cerebrovascular diseases (I60-I69),Stroke,AZ,2428,45.5
2007,Chronic lower respiratory diseases (J40-J47),CLRD,AK,175,45.5
2011,Chronic lower respiratory diseases (J40-J47),CLRD,VT,349,45.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,LA,2237,45.5
2008,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,2939,45.5
2011,Chronic lower respiratory diseases (J40-J47),CLRD,MI,5192,45.5
2008,Chronic lower respiratory diseases (J40-J47),CLRD,GA,3546,45.5
2000,Chronic lower respiratory diseases (J40-J47),CLRD,AL,2057,45.5
2015,Chronic lower respiratory diseases (J40-J47),CLRD,NC,5221,45.5
2007,Cerebrovascular diseases (I60-I69),Stroke,OH,5905,45.5
2016,Cerebrovascular diseases (I60-I69),Stroke,ArKS,1643,45.6
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,605,45.6
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,MO,2641,45.6
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,UT,1223,45.6
2006,Chronic lower respiratory diseases (J40-J47),CLRD,OR,1828,45.6
2001,Chronic lower respiratory diseases (J40-J47),CLRD,NC,3514,45.6
2000,Cerebrovascular diseases (I60-I69),Stroke,RI,577,45.6
2004,Cerebrovascular diseases (I60-I69),Stroke,NH,586,45.6
2008,Chronic lower respiratory diseases (J40-J47),CLRD,WA,2930,45.6
2010,Chronic lower respiratory diseases (J40-J47),CLRD,MI,5079,45.6
2009,Chronic lower respiratory diseases (J40-J47),CLRD,NH,652,45.6
2014,Cerebrovascular diseases (I60-I69),Stroke,LA,2230,45.6
2014,Chronic lower respiratory diseases (J40-J47),CLRD,GA,4332,45.6
2016,Chronic lower respiratory diseases (J40-J47),CLRD,ID,865,45.7
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,KS,1444,45.7
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,KY,1838,45.7
2004,Chronic lower respiratory diseases (J40-J47),CLRD,GA,3125,45.7
2012,Chronic lower respiratory diseases (J40-J47),CLRD,SD,481,45.7
2006,Cerebrovascular diseases (I60-I69),Stroke,OH,5828,45.7
2007,Cerebrovascular diseases (I60-I69),Stroke,VA,3313,45.7
2012,Cerebrovascular diseases (I60-I69),Stroke,OK,1893,45.7
2011,Cerebrovascular diseases (I60-I69),Stroke,LA,2071,45.7
2002,Chronic lower respiratory diseases (J40-J47),CLRD,TX,7720,45.7
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ME,690,45.8
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,IA,1608,45.8
2016,Alzheimer's disease (G30),Alzheimer's disease,MS,1485,45.8
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,LA,2091,45.8
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,GA,4701,45.8
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,VT,301,45.8
2014,Chronic lower respiratory diseases (J40-J47),CLRD,ID,819,45.8
2014,Cerebrovascular diseases (I60-I69),Stroke,TN,3326,45.8
2011,Cerebrovascular diseases (I60-I69),Stroke,OK,1864,45.8
2006,Chronic lower respiratory diseases (J40-J47),CLRD,NC,4017,45.8
2000,Chronic lower respiratory diseases (J40-J47),CLRD,SC,1730,45.8
2001,Chronic lower respiratory diseases (J40-J47),CLRD,NM,775,45.8
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,LA,2006,45.9
2013,Chronic lower respiratory diseases (J40-J47),CLRD,CO,2297,45.9
2007,Chronic lower respiratory diseases (J40-J47),CLRD,NE,919,45.9
2012,Cerebrovascular diseases (I60-I69),Stroke,SC,2349,45.9
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NV,1395,46
2016,Cerebrovascular diseases (I60-I69),Stroke,TN,3508,46
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,OR,2105,46
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,DE,449,46
2016,Cerebrovascular diseases (I60-I69),Stroke,LA,2322,46
2003,Cerebrovascular diseases (I60-I69),Stroke,DC,257,46
2010,Chronic lower respiratory diseases (J40-J47),CLRD,SD,451,46
2006,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,2799,46
2015,Cerebrovascular diseases (I60-I69),Stroke,TN,3447,46
2015,Cerebrovascular diseases (I60-I69),Stroke,LA,2280,46
2012,Chronic lower respiratory diseases (J40-J47),CLRD,ID,754,46
2002,Cerebrovascular diseases (I60-I69),Stroke,CT,1861,46
2010,Chronic lower respiratory diseases (J40-J47),CLRD,NC,4495,46.1
2004,Cerebrovascular diseases (I60-I69),Stroke,MT,484,46.1
2007,Chronic lower respiratory diseases (J40-J47),CLRD,OR,1892,46.1
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,FL,10578,46.2
2015,Alzheimer's disease (G30),Alzheimer's disease,SC,2453,46.2
2003,Chronic lower respiratory diseases (J40-J47),CLRD,VT,301,46.2
2011,Chronic lower respiratory diseases (J40-J47),CLRD,NM,1024,46.2
2005,Chronic lower respiratory diseases (J40-J47),CLRD,NM,855,46.2
2008,Cerebrovascular diseases (I60-I69),Stroke,IN,3114,46.2
2003,Cerebrovascular diseases (I60-I69),Stroke,VT,306,46.2
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,OK,1609,46.3
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,AZ,2326,46.3
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,3835,46.3
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,2172,46.3
2010,Chronic lower respiratory diseases (J40-J47),CLRD,SC,2264,46.3
2011,Cerebrovascular diseases (I60-I69),Stroke,SC,2287,46.3
2006,Chronic lower respiratory diseases (J40-J47),CLRD,GA,3387,46.3
2006,Cerebrovascular diseases (I60-I69),Stroke,IL,5989,46.3
2015,Chronic lower respiratory diseases (J40-J47),CLRD,ID,843,46.3
2013,Chronic lower respiratory diseases (J40-J47),CLRD,NC,4987,46.3
2012,Chronic lower respiratory diseases (J40-J47),CLRD,VT,364,46.3
2010,Cerebrovascular diseases (I60-I69),Stroke,GA,3762,46.3
2016,Chronic lower respiratory diseases (J40-J47),CLRD,CO,2575,46.4
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,4313,46.4
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,2422,46.4
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,MO,2728,46.4
2012,Chronic lower respiratory diseases (J40-J47),CLRD,NC,4844,46.4
2014,Chronic lower respiratory diseases (J40-J47),CLRD,NM,1127,46.4
2011,Chronic lower respiratory diseases (J40-J47),CLRD,CO,2151,46.4
2006,Cerebrovascular diseases (I60-I69),Stroke,CA,15039,46.4
2009,Cerebrovascular diseases (I60-I69),Stroke,KY,2064,46.4
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ArKS,1277,46.5
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,765,46.5
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ArKS,1267,46.5
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,2330,46.5
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,FL,8917,46.5
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,LA,2029,46.5
2000,Chronic lower respiratory diseases (J40-J47),CLRD,MS,1257,46.5
2003,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,2560,46.5
2006,Cerebrovascular diseases (I60-I69),Stroke,WY,236,46.5
2006,Chronic lower respiratory diseases (J40-J47),CLRD,VT,320,46.5
2006,Chronic lower respiratory diseases (J40-J47),CLRD,NM,888,46.5
2001,Chronic lower respiratory diseases (J40-J47),CLRD,ArKS,1368,46.5
2003,Cerebrovascular diseases (I60-I69),Stroke,MA,3407,46.5
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,AL,2283,46.6
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,SC,2287,46.6
2007,Cerebrovascular diseases (I60-I69),Stroke,IN,3083,46.6
2008,Chronic lower respiratory diseases (J40-J47),CLRD,OR,1951,46.6
2002,Chronic lower respiratory diseases (J40-J47),CLRD,NC,3674,46.6
2003,Chronic lower respiratory diseases (J40-J47),CLRD,WA,2652,46.6
2003,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1674,46.6
2001,Chronic lower respiratory diseases (J40-J47),CLRD,NE,882,46.6
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,SD,425,46.7
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,AZ,3018,46.7
2007,Cerebrovascular diseases (I60-I69),Stroke,KS,1498,46.7
2015,Cerebrovascular diseases (I60-I69),Stroke,SC,2600,46.7
2013,Chronic lower respiratory diseases (J40-J47),CLRD,ID,808,46.7
2004,Chronic lower respiratory diseases (J40-J47),CLRD,NH,600,46.7
2011,Chronic lower respiratory diseases (J40-J47),CLRD,NC,4708,46.7
2001,Chronic lower respiratory diseases (J40-J47),CLRD,TX,7739,46.7
2002,Cerebrovascular diseases (I60-I69),Stroke,RI,605,46.7
2009,Cerebrovascular diseases (I60-I69),Stroke,WV,1073,46.7
2010,Chronic lower respiratory diseases (J40-J47),CLRD,GA,3816,46.7
2012,Chronic lower respiratory diseases (J40-J47),CLRD,CO,2239,46.7
2015,Chronic lower respiratory diseases (J40-J47),CLRD,GA,4607,46.7
2013,Chronic lower respiratory diseases (J40-J47),CLRD,MI,5539,46.7
2004,Chronic lower respiratory diseases (J40-J47),CLRD,OR,1778,46.7
2005,Chronic lower respiratory diseases (J40-J47),CLRD,SC,1977,46.7
2009,Chronic lower respiratory diseases (J40-J47),CLRD,GA,3736,46.7
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,PA,6640,46.8
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,AZ,3096,46.8
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,WI,2969,46.8
2012,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1824,46.8
1999,Chronic lower respiratory diseases (J40-J47),CLRD,ArKS,1358,46.8
1999,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1643,46.8
2015,Cerebrovascular diseases (I60-I69),Stroke,ArKS,1653,46.8
1999,Chronic lower respiratory diseases (J40-J47),CLRD,TX,7518,46.8
2005,Chronic lower respiratory diseases (J40-J47),CLRD,DE,411,46.8
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,WI,3015,46.9
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,FL,9113,46.9
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,4156,46.9
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ArKS,1304,46.9
2012,Chronic lower respiratory diseases (J40-J47),CLRD,SC,2467,46.9
2003,Chronic lower respiratory diseases (J40-J47),CLRD,AK,147,46.9
2002,Cerebrovascular diseases (I60-I69),Stroke,FL,10269,46.9
2000,Chronic lower respiratory diseases (J40-J47),CLRD,NM,767,46.9
2000,Chronic lower respiratory diseases (J40-J47),CLRD,MO,2802,46.9
2009,Cerebrovascular diseases (I60-I69),Stroke,GA,3732,46.9
2007,Chronic lower respiratory diseases (J40-J47),CLRD,NC,4231,46.9
1999,Chronic lower respiratory diseases (J40-J47),CLRD,CA,13165,46.9
2006,Chronic lower respiratory diseases (J40-J47),CLRD,ID,644,46.9
2005,Cerebrovascular diseases (I60-I69),Stroke,UT,794,46.9
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,AZ,3322,47
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,MO,2981,47
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,AL,2093,47
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NV,1104,47
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ArKS,1329,47
2003,Chronic lower respiratory diseases (J40-J47),CLRD,NE,894,47
2005,Chronic lower respiratory diseases (J40-J47),CLRD,OR,1837,47
2007,Cerebrovascular diseases (I60-I69),Stroke,AK,157,47
1999,Chronic lower respiratory diseases (J40-J47),CLRD,SC,1752,47
2010,Chronic lower respiratory diseases (J40-J47),CLRD,ID,727,47
2005,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1703,47
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,2403,47.1
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,611,47.1
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,2517,47.1
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,FL,8868,47.1
2007,Chronic lower respiratory diseases (J40-J47),CLRD,ID,666,47.1
2008,Alzheimer's disease (G30),Alzheimer's disease,WA,3105,47.1
2009,Chronic lower respiratory diseases (J40-J47),CLRD,NM,984,47.1
2004,Cerebrovascular diseases (I60-I69),Stroke,MN,2542,47.1
2001,Cerebrovascular diseases (I60-I69),Stroke,DC,265,47.1
2005,Cerebrovascular diseases (I60-I69),Stroke,MD,2476,47.1
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ND,342,47.2
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,AL,2329,47.2
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,KS,1475,47.2
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,WY,243,47.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,OH,6765,47.2
2002,Chronic lower respiratory diseases (J40-J47),CLRD,MO,2867,47.2
1999,Chronic lower respiratory diseases (J40-J47),CLRD,MS,1267,47.2
2013,Cerebrovascular diseases (I60-I69),Stroke,MS,1500,47.2
2009,Cerebrovascular diseases (I60-I69),Stroke,NC,4442,47.2
2002,Chronic lower respiratory diseases (J40-J47),CLRD,KS,1367,47.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,CO,2451,47.2
2016,Chronic lower respiratory diseases (J40-J47),CLRD,GA,4805,47.3
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,SD,382,47.3
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,TN,2709,47.3
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,AZ,2956,47.3
2013,Chronic lower respiratory diseases (J40-J47),CLRD,LA,2274,47.3
2006,Cerebrovascular diseases (I60-I69),Stroke,KS,1489,47.3
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,VT,333,47.4
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ArKS,1458,47.4
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,SD,426,47.4
2016,Chronic lower respiratory diseases (J40-J47),CLRD,ME,928,47.4
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,USA,161374,47.4
2010,Chronic lower respiratory diseases (J40-J47),CLRD,ME,809,47.4
2004,Chronic lower respiratory diseases (J40-J47),CLRD,ArKS,1428,47.4
2006,Chronic lower respiratory diseases (J40-J47),CLRD,MO,3017,47.4
2011,Chronic lower respiratory diseases (J40-J47),CLRD,SD,486,47.4
2005,Cerebrovascular diseases (I60-I69),Stroke,WI,2960,47.4
2002,Chronic lower respiratory diseases (J40-J47),CLRD,NH,577,47.4
2003,Chronic lower respiratory diseases (J40-J47),CLRD,SC,1913,47.4
2009,Cerebrovascular diseases (I60-I69),Stroke,LA,2061,47.4
2016,Chronic lower respiratory diseases (J40-J47),CLRD,SC,2870,47.5
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,SC,1941,47.5
2016,Chronic lower respiratory diseases (J40-J47),CLRD,OH,7015,47.5
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,682,47.5
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,MO,2939,47.5
2000,Chronic lower respiratory diseases (J40-J47),CLRD,OR,1677,47.5
2002,Chronic lower respiratory diseases (J40-J47),CLRD,AK,142,47.5
1999,Cerebrovascular diseases (I60-I69),Stroke,NJ,4122,47.5
2015,Chronic lower respiratory diseases (J40-J47),CLRD,MI,5848,47.5
2011,Cerebrovascular diseases (I60-I69),Stroke,TN,3218,47.5
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,MO,2786,47.6
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ArKS,1311,47.6
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ArKS,1287,47.6
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,AZ,2475,47.6
2005,Cerebrovascular diseases (I60-I69),Stroke,HI,688,47.6
2013,Cerebrovascular diseases (I60-I69),Stroke,SC,2508,47.6
2011,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1833,47.6
2011,Chronic lower respiratory diseases (J40-J47),CLRD,SC,2402,47.6
2000,Chronic lower respiratory diseases (J40-J47),CLRD,AK,132,47.6
2008,Chronic lower respiratory diseases (J40-J47),CLRD,VT,341,47.6
2006,Chronic lower respiratory diseases (J40-J47),CLRD,AL,2309,47.6
2007,Chronic lower respiratory diseases (J40-J47),CLRD,MO,3081,47.6
2013,Cerebrovascular diseases (I60-I69),Stroke,ArKS,1637,47.6
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,IN,3258,47.7
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,776,47.7
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,4019,47.7
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,TN,2744,47.7
2001,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,2499,47.7
2010,Chronic lower respiratory diseases (J40-J47),CLRD,NM,1022,47.7
2014,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1915,47.7
2013,Chronic lower respiratory diseases (J40-J47),CLRD,NE,1032,47.7
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,TN,2677,47.8
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ArKS,1391,47.8
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,MO,3002,47.8
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,MO,2848,47.8
2008,Chronic lower respiratory diseases (J40-J47),CLRD,MI,5185,47.8
2008,Chronic lower respiratory diseases (J40-J47),CLRD,ME,794,47.8
2015,Chronic lower respiratory diseases (J40-J47),CLRD,CO,2577,47.8
2001,Chronic lower respiratory diseases (J40-J47),CLRD,MO,2882,47.8
